Virus,Gene names,Normalized_weight
D5HJU9,PASK,0.021786492
D5HJU9,SRPK1,0.03286648
D5HJU9,STRBP,0.152069717
D5HJU9,SECISBP2,0.026143791
D5HJU9,MMS19,0.003859322
D5HJU9,YME1L1,0.139869281
D5HJU9,TCF12,0.022720199
D5HJU9,MYCBP,0.110177404
D5HJU9,PSMD1,0.131714908
D5HJU9,POP1,0.158979147
D5HJU9,EIF3C,0.073825086
D5HJU9,DNAJC7,0.164519141
D5HJU9,PHB2,0.042888266
D5HJU9,CHP1,0.047743542
D5HJU9,RBBP8,0.026579521
D5HJU9,HNRNPAB,0.080547775
D5HJU9,NAP1L4,0.042888266
D5HJU9,CCT7,0.12779334
D5HJU9,EBNA1BP2,0.036352319
D5HJU9,H2BC13,0.050606909
D5HJU9,RNF5,0.026143791
D5HJU9,NIPSNAP1,0.045689387
D5HJU9,PAIP2,0.00778089
D5HJU9,TCF25,0.045129163
D5HJU9,WDR77,0.305259882
D5HJU9,TUBA1C,0.084469343
D5HJU9,MYBBP1A,0.026268285
D5HJU9,MRPL45,0.06984127
D5HJU9,SDF4,0.128042328
D5HJU9,RIOK1,0.026579521
D5HJU9,CBWD1,0.021786492
D5HJU9,NTPCR,0.077248677
D5HJU9,HAUS8,0.021786492
D5HJU9,DCUN1D5,0.019607843
D5HJU9,SPINDOC,0.061686897
D5HJU9,TUBB6,0.084469343
D5HJU9,HNRNPUL1,0.133955805
D5HJU9,MRI1,0.026579521
D5HJU9,NOC4L,0.073825086
D5HJU9,GNL3,0.116464364
D5HJU9,KIAA0586,0.026579521
D5HJU9,QTRT1,0.026143791
D5HJU9,FANCD2,0.026641768
D5HJU9,MRPL13,0.111111111
D5HJU9,MRPL9,0.06984127
D5HJU9,MRPL4,0.06984127
D5HJU9,MRPL1,0.06984127
D5HJU9,MRPS26,0.205477747
D5HJU9,MRPL37,0.117709306
D5HJU9,GTPBP4,0.032244009
D5HJU9,DPY30,0.181325864
D5HJU9,AMBRA1,0.021786492
D5HJU9,NAT10,0.066355431
D5HJU9,XRN2,0.015499533
D5HJU9,POLR3F,0.008776844
D5HJU9,BLZF1,0.01923436
D5HJU9,DHX36,0.147338936
D5HJU9,MRPL46,0.036352319
D5HJU9,PNN,0.032244009
D5HJU9,CDC42EP4,0.026143791
D5HJU9,ZNF644,0.021786492
D5HJU9,TFB2M,0.051353875
D5HJU9,C8orf33,0.067413632
D5HJU9,PHAX,0.156364768
D5HJU9,SLC25A22,0.065110489
D5HJU9,MRPL44,0.061251167
D5HJU9,GRPEL1,0.00454404
D5HJU9,RHOF,0.004419546
D5HJU9,NCOA5,0.073825086
D5HJU9,MOV10,0.22875817
D5HJU9,GPN1,0.020666044
D5HJU9,GOPC,0.036352319
D5HJU9,MRPL47,0.158356676
D5HJU9,WDR6,0.023218176
D5HJU9,ZCCHC17,0.066791161
D5HJU9,MRPS30,0.06984127
D5HJU9,NOP10,0.036352319
D5HJU9,RPS10P5,0.061251167
D5HJU9,COPRS,0.049486461
D5HJU9,DDX21,0.12107065
D5HJU9,AASDHPPT,0.042888266
D5HJU9,PNO1,0.032244009
D5HJU9,MRPL17,0.014005602
D5HJU9,LANCL2,0.096607532
D5HJU9,SMC4,0.175599129
D5HJU9,OLA1,0.073389356
D5HJU9,ZCCHC3,0.061251167
D5HJU9,STAU2,0.077124183
D5HJU9,FANCI,0.123062558
D5HJU9,ATAD3A,0.096607532
D5HJU9,DDX18,0.200124494
D5HJU9,RBM28,0.092810458
D5HJU9,RBFOX1,0.081917211
D5HJU9,MRPL22,0.06984127
D5HJU9,NHP2,0.036352319
D5HJU9,CHCHD3,0.055835668
D5HJU9,QPCTL,0.080298786
D5HJU9,KCTD5,0.119950202
D5HJU9,ETAA1,0.021786492
D5HJU9,BCLAF1,0.050918145
D5HJU9,PSD3,0.021786492
D5HJU9,MRPL39,0.06984127
D5HJU9,UGGT1,0.004419546
D5HJU9,FASTKD2,0.008403361
D5HJU9,TECR,0.080298786
D5HJU9,FAM120A,0.249112979
D5HJU9,MRPL15,0.111111111
D5HJU9,NDUFAF4,0.004419546
D5HJU9,HACD3,0.171179583
D5HJU9,KCMF1,0.049361967
D5HJU9,CALCOCO1,0.01923436
D5HJU9,RRBP1,0.031123561
D5HJU9,SIPA1L2,0.021786492
D5HJU9,ANKFY1,0.026143791
D5HJU9,ATXN10,0.081792717
D5HJU9,COPG2,0.027201992
D5HJU9,DHCR7,0.030812325
D5HJU9,DNAJB11,0.080796763
D5HJU9,SEL1L,0.027201992
D5HJU9,SLC25A10,0.084469343
D5HJU9,UQCR10,0.049361967
D5HJU9,ABCF2,0.027201992
D5HJU9,BCAP29,0.026143791
D5HJU9,GGT7,0.003299097
D5HJU9,RABGEF1,0.01923436
D5HJU9,HOOK1,0.085340803
D5HJU9,SLC25A13,0.003859322
D5HJU9,DDX41,0.067413632
D5HJU9,HSPB8,0.049361967
D5HJU9,MRTO4,0.073389356
D5HJU9,RALY,0.155368814
D5HJU9,AGO2,0.067413632
D5HJU9,BAG5,0.151322751
D5HJU9,AKAP8L,0.026143791
D5HJU9,TMCO1,0.08453159
D5HJU9,PRPF19,0.073825086
D5HJU9,G3BP2,0.162215998
D5HJU9,STUB1,0.170743853
D5HJU9,PSMD13,0.239651416
D5HJU9,MACF1,0.026143791
D5HJU9,PPP6R1,0.086772487
D5HJU9,SRRM2,0.084718332
D5HJU9,PA2G4,0.02010582
D5HJU9,SMC3,0.003299097
D5HJU9,RTRAF,0.334329287
D5HJU9,RUVBL2,0.092810458
D5HJU9,HIGD1A,0.026579521
D5HJU9,EIF3L,0.171926548
D5HJU9,RUVBL1,0.092934952
D5HJU9,ITM2B,0.003859322
D5HJU9,STK38L,0.061686897
D5HJU9,MRPS28,0.158356676
D5HJU9,MRPS17,0.061251167
D5HJU9,MRPS7,0.199502023
D5HJU9,THRAP3,0.108932462
D5HJU9,NOP58,0.432679739
D5HJU9,ZNF281,0.081917211
D5HJU9,ACOT9,0.110737628
D5HJU9,LUC7L2,0.164954871
D5HJU9,MRPS2,0.102521008
D5HJU9,SF3B6,0.131714908
D5HJU9,MRPL11,0.06984127
D5HJU9,CIAO2B,0.024089636
D5HJU9,MRPS16,0.06984127
D5HJU9,MRPS23,0.164954871
D5HJU9,STRAP,0.031123561
D5HJU9,RTCB,0.122440087
D5HJU9,RPL36,0.131714908
D5HJU9,SAMHD1,0.131714908
D5HJU9,PKP3,0.067413632
D5HJU9,KNSTRN,0.026143791
D5HJU9,FARP1,0.092997199
D5HJU9,TELO2,0.099159664
D5HJU9,LAS1L,0.044568939
D5HJU9,AFG3L2,0.080298786
D5HJU9,SUPT16H,0.026143791
D5HJU9,RBM8A,0.032244009
D5HJU9,MAGED1,0.256956116
D5HJU9,MRPS18B,0.111111111
D5HJU9,COPG1,0.117771553
D5HJU9,CFAP20,0.026579521
D5HJU9,IGF2BP2,0.180267663
D5HJU9,SQOR,0.245689387
U5WI01,ESYT2,0.103828198
U5WI01,ILVBL,0.010644258
U5WI01,SMCHD1,0.03199502
U5WI01,,0.038842204
U5WI01,ELOC,0.010208528
U5WI01,CAD,0.021786492
U5WI01,PPP1CC,0.012262683
U5WI01,DDX39A,0.010208528
U5WI01,MYO1C,0.064363523
U5WI01,HAX1,0.128851541
U5WI01,PSMD11,0.124743231
U5WI01,PSMD12,0.194522253
U5WI01,PGRMC1,0.011079988
U5WI01,EIF3F,0.112356054
U5WI01,IPO5,0.193277311
U5WI01,NDUFA4,0.011204482
U5WI01,PSMD14,0.133084345
U5WI01,KPNA3,0.159165889
U5WI01,DDX3X,0.067413632
U5WI01,KPNA4,0.173980703
U5WI01,PPP6C,0.023653906
U5WI01,SCD,0.010644258
U5WI01,CDIPT,0.197385621
U5WI01,PRMT5,0.141985683
U5WI01,PSMA7,0.057578587
U5WI01,SCAMP3,0.031683785
U5WI01,TIMM23,0.00454404
U5WI01,CLGN,0.010208528
U5WI01,HNRNPDL,0.13059446
U5WI01,XPO1,0.019109866
U5WI01,TRIM66,0.04475568
U5WI01,SEC16A,0.034111422
U5WI01,U2SURP,0.03199502
U5WI01,SURF4,0.010644258
U5WI01,SPTLC1,0.126735138
U5WI01,SPTLC2,0.010644258
U5WI01,OGT,0.017117958
U5WI01,PPM1G,0.002054155
U5WI01,EIF3D,0.087270464
U5WI01,EIF3H,0.017989418
U5WI01,DDX3Y,0.025210084
U5WI01,DHX15,0.088266418
U5WI01,PSMD3,0.1524432
U5WI01,RBFOX2,0.018549642
U5WI01,ZW10,0.009274821
U5WI01,EEF1E1,0.05577342
U5WI01,HNRNPR,0.108185496
U5WI01,TRAPPC3,0.009274821
U5WI01,ACTN4,0.232368503
U5WI01,MYO1B,0.102645503
U5WI01,AKAP8,0.178960473
U5WI01,CALU,0.103952692
U5WI01,AKR1B10,0.062620604
U5WI01,ACSL4,0.011204482
U5WI01,SYNCRIP,0.088266418
U5WI01,KPNA6,0.186305633
U5WI01,CTNND1,0.00734516
U5WI01,DPM1,0.03741052
U5WI01,MRPS14,0.119701214
U5WI01,HNRNPCL1,0.111733582
U5WI01,PRAF2,0.00410831
U5WI01,DKC1,0.154746343
U5WI01,DNAJA2,0.060628696
U5WI01,PTCD1,0.155057579
U5WI01,DNAJB6,0.107002801
U5WI01,CDC45,0.039153439
U5WI01,NDUFS3,0.017242453
U5WI01,SRSF10,0.054528478
U5WI01,HSBP1,0.030189854
U5WI01,BANF1,0.037286026
U5WI01,SF3B1,0.166946779
U5WI01,PRKRA,0.089200124
U5WI01,ERAL1,0.101898537
U5WI01,SNRNP200,0.086585745
U5WI01,PPM1B,0.113787737
U5WI01,EIF3G,0.037286026
U5WI01,ZMPSTE24,0.009274821
U5WI01,ATP5MG,0.011640212
U5WI01,RSL1D1,0.204606287
U5WI01,PRPF6,0.015499533
U5WI01,UBR5,0.10918145
U5WI01,LUC7L3,0.286212263
U5WI01,IPO7,0.020230314
U5WI01,ACSL3,0.04929972
U5WI01,PTBP3,0.046623094
U5WI01,STAU1,0.150202303
U5WI01,BAG2,0.196576408
U5WI01,BAG3,0.080734516
U5WI01,TRUB2,0.066542172
U5WI01,TOMM40,0.012449424
U5WI01,MT-CO2,0.028446934
U5WI01,NRAS,0.011204482
U5WI01,LDLR,0.010644258
U5WI01,HLA-B,0.122626829
U5WI01,LMNA,0.094553377
U5WI01,TFRC,0.057018363
U5WI01,MT2A,0.063367569
U5WI01,ALDOA,0.063741052
U5WI01,KRT1,0.074509804
U5WI01,TUBB4A,0.112356054
U5WI01,GAPDH,0.037286026
U5WI01,TP53,0.026330532
U5WI01,HSPB1,0.117086835
U5WI01,RPN1,0.085901027
U5WI01,RPN2,0.012449424
U5WI01,GNAI2,0.00454404
U5WI01,SLC25A5,0.115779645
U5WI01,EIF2S1,0.064799253
U5WI01,RPLP1,0.060628696
U5WI01,RPLP2,0.113787737
U5WI01,RPLP0,0.113787737
U5WI01,SSB,0.08627451
U5WI01,ITGB1,0.037099284
U5WI01,KRT18,0.030189854
U5WI01,KRT8,0.084469343
U5WI01,GSN,0.047619048
U5WI01,CDK1,0.00454404
U5WI01,ATP5F1B,0.064799253
U5WI01,S100A6,0.110177404
U5WI01,EIF4E,0.003921569
U5WI01,ENO1,0.064799253
U5WI01,NPM1,0.139433551
U5WI01,P4HB,0.177466542
U5WI01,H1-0,0.04519141
U5WI01,ANXA2,0.230376595
U5WI01,TUBB,0.115779645
U5WI01,PFN1,0.090445067
U5WI01,EPRS1,0.072704637
U5WI01,HSP90AA1,0.133644569
U5WI01,HNRNPC,0.088266418
U5WI01,SLC3A2,0.201120448
U5WI01,HSP90AB1,0.122066604
U5WI01,CYC1,0.046000622
U5WI01,SNRPB2,0.146965453
U5WI01,SNRNP70,0.292063492
U5WI01,VIM,0.08627451
U5WI01,RPS17,0.097852474
U5WI01,KRT7,0.041020853
U5WI01,RPSA,0.074509804
U5WI01,SNRPA,0.231497043
U5WI01,SNRPC,0.045876128
U5WI01,LGALS1,0.056582633
U5WI01,TPM1,0.037286026
U5WI01,HNRNPA1,0.088266418
U5WI01,SNRPA1,0.113414255
U5WI01,H2AZ1,0.037286026
U5WI01,H2AC11; H2AC13; H2AC15; H2AC16; H2AC17,0.088266418
U5WI01,PABPC4L,0.107314037
U5WI01,UBB,0.030189854
U5WI01,HSPA1A,0.12368503
U5WI01,CALM1,0.078369125
U5WI01,H1-4,0.137628385
U5WI01,TXN,0.08627451
U5WI01,PRKAR1A,0.034111422
U5WI01,HSPD1,0.113787737
U5WI01,HSPA5,0.113787737
U5WI01,HSPA8,0.140242764
U5WI01,SLC2A1,0.010644258
U5WI01,PDHB,0.010208528
U5WI01,TOP1,0.137254902
U5WI01,TOP2A,0.209461562
U5WI01,PABPC1,0.142857143
U5WI01,PCNA,0.095300342
U5WI01,SLC25A4,0.031497043
U5WI01,SLC25A6,0.21686897
U5WI01,ACTN1,0.082664177
U5WI01,XRCC6,0.046996576
U5WI01,XRCC5,0.113787737
U5WI01,EEF2,0.111982571
U5WI01,KRT10,0.04519141
U5WI01,KRT5,0.08627451
U5WI01,PKM,0.064799253
U5WI01,HSP90B1,0.153439153
U5WI01,SNRPB,0.071584189
U5WI01,HNRNPL,0.088266418
U5WI01,DARS1,0.011640212
U5WI01,JUP,0.021288515
U5WI01,EZR,0.037286026
U5WI01,RPS2,0.060628696
U5WI01,H1-5,0.039900405
U5WI01,H1-2,0.028135699
U5WI01,GNB3,0.011640212
U5WI01,ATP2A2,0.036476813
U5WI01,YBX3,0.097914721
U5WI01,HMGA1,0.04519141
U5WI01,CTPS1,0.05340803
U5WI01,DDX5,0.139433551
U5WI01,PFKL,0.010644258
U5WI01,PSMC3,0.060628696
U5WI01,TCP1,0.077808901
U5WI01,RPL35A,0.139433551
U5WI01,ARF4,0.057018363
U5WI01,RPL7,0.113787737
U5WI01,RPL17,0.113787737
U5WI01,NCL,0.113787737
U5WI01,BTF3,0.030189854
U5WI01,LMNB1,0.02421413
U5WI01,FLNA,0.08627451
U5WI01,VDAC1,0.063803299
U5WI01,COMT,0.057018363
U5WI01,FBL,0.121319639
U5WI01,HNRNPA2B1,0.088266418
U5WI01,SFPQ,0.037286026
U5WI01,RPS3,0.115779645
U5WI01,JAK1,0.085901027
U5WI01,CFL1,0.113787737
U5WI01,EIF4B,0.08627451
U5WI01,EEF1B2,0.078369125
U5WI01,POLR2A,0.234858388
U5WI01,MCM3,0.091441021
U5WI01,RPS12,0.115779645
U5WI01,ATP5F1A,0.111982571
U5WI01,PSMA4,0.113787737
U5WI01,MSN,0.037286026
U5WI01,DNMT1,0.012449424
U5WI01,U2AF2,0.046996576
U5WI01,RPL13,0.113787737
U5WI01,PTBP1,0.08627451
U5WI01,EEF1G,0.186243386
U5WI01,YWHAQ,0.074696545
U5WI01,RPL10,0.181450358
U5WI01,CALR,0.110177404
U5WI01,CANX,0.064923747
U5WI01,EEF1D,0.166946779
U5WI01,PRDX3,0.010768752
U5WI01,RPL12,0.113787737
U5WI01,PDIA3,0.037286026
U5WI01,PPP2R1A,0.113787737
U5WI01,ALDH1B1,0.018487395
U5WI01,POLR2B,0.029007158
U5WI01,DNAJA1,0.113787737
U5WI01,HNRNPH3,0.04606287
U5WI01,HNRNPH1,0.115779645
U5WI01,YWHAB,0.115779645
U5WI01,RPL9; RPL9P7; RPL9P8; RPL9P9,0.046996576
U5WI01,KDELR2,0.00454404
U5WI01,MCM4,0.053345783
U5WI01,MCM5,0.035045129
U5WI01,MCM7,0.153003424
U5WI01,HSPA4,0.029691877
U5WI01,MPI,0.018425148
U5WI01,PHB,0.038717709
U5WI01,RPL22,0.135698724
U5WI01,KRT9,0.074509804
U5WI01,FAU,0.08627451
U5WI01,COPB2,0.099159664
U5WI01,FUS,0.097914721
U5WI01,KRT2,0.04519141
U5WI01,PSMC2,0.087706194
U5WI01,ATP5F1C,0.059632742
U5WI01,RPL4,0.113787737
U5WI01,SRP14,0.215063803
U5WI01,RBMX,0.302832244
U5WI01,GGCX,0.012449424
U5WI01,ATP6V1A,0.009274821
U5WI01,HSPA9,0.113787737
U5WI01,EIF4A3,0.035045129
U5WI01,RPS19,0.196576408
U5WI01,RPL3,0.113787737
U5WI01,DDOST,0.011640212
U5WI01,CCT6A,0.111982571
U5WI01,RPL13A,0.113787737
U5WI01,MLH1,0.009835045
U5WI01,RFC3,0.0237784
U5WI01,GARS1,0.012013694
U5WI01,IARS1,0.018425148
U5WI01,MTREX,0.122626829
U5WI01,RPS27,0.113787737
U5WI01,LRPPRC,0.062558357
U5WI01,RPL35,0.074509804
U5WI01,SLC1A3,0.011640212
U5WI01,MATR3,0.04519141
U5WI01,SSR1,0.08453159
U5WI01,MAGEA2; MAGEA2B,0.007469655
U5WI01,MAGEA6,0.007469655
U5WI01,MAGEA11,0.010768752
U5WI01,RANBP1,0.009274821
U5WI01,PSMC4,0.091005291
U5WI01,MKI67,0.029691877
U5WI01,NOP2,0.168751945
U5WI01,RPL27A,0.113787737
U5WI01,RPL5,0.046996576
U5WI01,RPL21,0.113787737
U5WI01,RPL28,0.113787737
U5WI01,RPS9,0.24973545
U5WI01,RPS5,0.117086835
U5WI01,RPS10,0.113787737
U5WI01,MAP1B,0.08627451
U5WI01,STT3A,0.045004669
U5WI01,CAPZA2,0.010208528
U5WI01,CAPZB,0.020292561
U5WI01,QARS1,0.107625272
U5WI01,ATP5PO,0.054777467
U5WI01,ARCN1,0.063803299
U5WI01,TRAPPC10,0.019421102
U5WI01,PSMD8,0.001431684
U5WI01,CCT5,0.189542484
U5WI01,MAPKAPK2,0.000622471
U5WI01,RPL34,0.038095238
U5WI01,FASN,0.021288515
U5WI01,CCT3,0.119887955
U5WI01,MRPL19,0.071957672
U5WI01,TUFM,0.062994087
U5WI01,SRP9,0.127233115
U5WI01,PSMB2,0.001120448
U5WI01,MCM2,0.044008715
U5WI01,TMED10,0.044008715
U5WI01,RBM25,0.021724245
U5WI01,EIF2B2,0.009274821
U5WI01,NT5C2,0.076563959
U5WI01,MEOX2,0.02054155
U5WI01,EMD,0.002054155
U5WI01,SERPINH1,0.118082789
U5WI01,DNM2,0.036041083
U5WI01,RPL14,0.113787737
U5WI01,CCT8,0.074509804
U5WI01,CCT4,0.111982571
U5WI01,FXR1,0.094553377
U5WI01,FXR2,0.148646125
U5WI01,RAB5C,0.039526922
U5WI01,RAB13,0.010208528
U5WI01,DAP3,0.173482726
U5WI01,GALK1,0.063678805
U5WI01,SSR4,0.038717709
U5WI01,IRAK1,0.039153439
U5WI01,ALDH3A2,0.115904139
U5WI01,PSMD7,0.106006847
U5WI01,USP11,0.038095238
U5WI01,HNRNPA3,0.046996576
U5WI01,HNRNPM,0.113787737
U5WI01,KPNA2,0.22010582
U5WI01,KPNA1,0.244506692
U5WI01,NCBP2,0.097914721
U5WI01,POLR2H,0.014254591
U5WI01,HNRNPF,0.115779645
U5WI01,KIF11,0.067413632
U5WI01,MRPL12,0.133022098
U5WI01,CAPZA1,0.071646436
U5WI01,SLC25A1,0.176283847
U5WI01,ACLY,0.014503579
U5WI01,COPB1,0.05708061
U5WI01,COPA,0.037721755
U5WI01,SMTN,0.034111422
U5WI01,CLNS1A,0.104077186
U5WI01,RARS1,0.000248988
U5WI01,PSMD4,0.08627451
U5WI01,VCP,0.130407719
U5WI01,HADHB,0.171428571
U5WI01,NAP1L1,0.113787737
U5WI01,SNU13,0.035729847
U5WI01,EIF3B,0.083722378
U5WI01,ATP5MF,0.016059757
U5WI01,EIF6,0.017989418
U5WI01,TMEM33,0.00454404
U5WI01,NUP107,0.030874572
U5WI01,EIF3E,0.017989418
U5WI01,SEC61B,0.014254591
U5WI01,UBE2G2,0.010644258
U5WI01,MYL6,0.105882353
U5WI01,ACTB,0.167631497
U5WI01,EIF4A1,0.09449113
U5WI01,RPS20,0.113787737
U5WI01,PRPS1,0.064799253
U5WI01,S100A10,0.176097106
U5WI01,RAB5B,0.010208528
U5WI01,RAB10,0.071646436
U5WI01,ACTR1A,0.013009648
U5WI01,RPS3A,0.170245876
U5WI01,RPL26,0.139433551
U5WI01,RPL15,0.113787737
U5WI01,MAGOH,0.044070962
U5WI01,RPL27,0.113787737
U5WI01,PCBD1,0.003485839
U5WI01,RPL37A,0.046996576
U5WI01,HSPE1,0.037286026
U5WI01,SEC61A1,0.06031746
U5WI01,DCAF7,0.011640212
U5WI01,HNRNPK,0.088266418
U5WI01,RPS7,0.113352007
U5WI01,PPP1CA,0.030563336
U5WI01,PSMC1,0.105571117
U5WI01,PSMC5,0.071770931
U5WI01,RPS8,0.113787737
U5WI01,RPS15A,0.196576408
U5WI01,RPS16,0.113787737
U5WI01,YWHAE,0.066791161
U5WI01,RPS14,0.113787737
U5WI01,RPS23,0.113787737
U5WI01,RPS18,0.115779645
U5WI01,RPS29,0.04519141
U5WI01,RPS13,0.125365702
U5WI01,RPS11,0.08627451
U5WI01,SNRPE,0.071584189
U5WI01,SNRPD1,0.166946779
U5WI01,SNRPD2,0.130407719
U5WI01,SNRPD3,0.091254279
U5WI01,PSMC6,0.162464986
U5WI01,RPL7A,0.113787737
U5WI01,RPS4X,0.08627451
U5WI01,RPL23A,0.113787737
U5WI01,RPS6,0.113787737
U5WI01,H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16,0.076501712
U5WI01,H2BC4; H2BC6; H2BC7; H2BC8; H2BC10,0.039900405
U5WI01,RAN,0.132959851
U5WI01,RPL23,0.115779645
U5WI01,RPS15,0.125365702
U5WI01,RPS24,0.113787737
U5WI01,RPS25,0.113787737
U5WI01,RPS26,0.08627451
U5WI01,GNB1,0.011204482
U5WI01,RPL30,0.046996576
U5WI01,RPL31,0.139433551
U5WI01,RPL10A,0.113787737
U5WI01,RPL32,0.000622471
U5WI01,RPL11,0.113787737
U5WI01,RPL8,0.117086835
U5WI01,RPS27A,0.014254591
U5WI01,TRA2B,0.085154062
U5WI01,YWHAZ,0.165950825
U5WI01,PPP2R2A,0.041332088
U5WI01,DYNLL1,0.055960162
U5WI01,RPL38,0.067413632
U5WI01,EIF5A,0.019794585
U5WI01,RACK1,0.027699969
U5WI01,TMSB10,0.037286026
U5WI01,YBX1,0.115779645
U5WI01,TPM4,0.064799253
U5WI01,ACTC1,0.00454404
U5WI01,EEF1A1,0.119078743
U5WI01,ACTA1,0.064799253
U5WI01,TUBA1B,0.026330532
U5WI01,TUBA4A,0.011640212
U5WI01,TUBB4B,0.113787737
U5WI01,NOP14,0.03199502
U5WI01,CCT2,0.046996576
U5WI01,PRKDC,0.065981948
U5WI01,MAP1A,0.016619981
U5WI01,BASP1,0.010582011
U5WI01,MRPS22,0.17665733
U5WI01,MRPS25,0.066542172
U5WI01,MRPS10,0.04475568
U5WI01,MRPS35,0.146405229
U5WI01,MRPS5,0.083535636
U5WI01,MRPS11,0.119389978
U5WI01,MRPS15,0.18487395
U5WI01,MRPS21,0.05017118
U5WI01,MRPS34,0.188733271
U5WI01,MRPS6,0.182633053
U5WI01,MRPS9,0.180827887
U5WI01,RPL24,0.113787737
U5WI01,RPL36A,0.046996576
U5WI01,ARF1,0.104201681
U5WI01,ARF5,0.057018363
U5WI01,ERH,0.131652661
U5WI01,RHOG,0.037721755
U5WI01,RPL19,0.113787737
U5WI01,SRSF3,0.197447868
U5WI01,H3-3A; H3-3B,0.037286026
U5WI01,RBM10,0.169063181
U5WI01,SLC25A3,0.113787737
U5WI01,PURA,0.141300965
U5WI01,CDC42EP1,0.123934018
U5WI01,CLTC,0.093681917
U5WI01,HNRNPU,0.088266418
U5WI01,U2AF1,0.193277311
U5WI01,SPTBN1,0.078369125
U5WI01,SRSF2,0.100155618
U5WI01,PFKP,0.037721755
U5WI01,H1-1,0.107314037
U5WI01,RPL18A,0.08627451
U5WI01,RPL6,0.113787737
U5WI01,TOP2B,0.048054777
U5WI01,SLC25A11,0.00454404
U5WI01,TNFAIP2,0.010208528
U5WI01,UBXN1,0.00454404
U5WI01,EIF4G1,0.065981948
U5WI01,SRSF11,0.106629318
U5WI01,PRDX1,0.067413632
U5WI01,RPL18,0.089573607
U5WI01,C1QBP,0.059508248
U5WI01,CKAP4,0.06660442
U5WI01,TJP1,0.035045129
U5WI01,KHDRBS1,0.139433551
U5WI01,SRSF1,0.139433551
U5WI01,SRSF4,0.044070962
U5WI01,DHX9,0.041892312
U5WI01,RBBP4,0.017989418
U5WI01,NCBP1,0.212885154
U5WI01,AHNAK,0.187737317
U5WI01,ASPH,0.022222222
U5WI01,GRSF1,0.03199502
U5WI01,AIMP1,0.072268908
U5WI01,ILF2,0.06940554
U5WI01,ILF3,0.059757236
U5WI01,BNIP3,0.04475568
U5WI01,TRAF1,0.007469655
U5WI01,MRPL28,0.04475568
U5WI01,EIF2B5,0.009274821
U5WI01,TARDBP,0.071148459
U5WI01,HNRNPA0,0.100155618
U5WI01,AIMP2,0.00454404
U5WI01,CBX3,0.018425148
U5WI01,PSMD2,0.149144102
U5WI01,SRSF9,0.044070962
U5WI01,SRSF5,0.053781513
U5WI01,SRSF6,0.139433551
U5WI01,TRIM28,0.100529101
U5WI01,G3BP1,0.08627451
U5WI01,PABPC4,0.000622471
U5WI01,EIF3I,0.04519141
U5WI01,MRPL49,0.125116713
U5WI01,SF3B2,0.089573607
U5WI01,OS9,0.019545596
U5WI01,SQSTM1,0.000186741
U5WI01,TUBB3,0.116028634
U5WI01,TRA2A,0.150326797
U5WI01,NACA,0.038095238
U5WI01,SPTAN1,0.081668223
U5WI01,DDX39B,0.072268908
U5WI01,TUBB2A,0.019545596
U5WI01,BYSL,0.012698413
U5WI01,HNRNPD,0.046996576
U5WI01,EIF3A,0.126797386
U5WI01,SCRIB,0.010208528
U5WI01,DCTN1,0.033239963
U5WI01,DYNC1H1,0.057640834
U5WI01,EIF2B1,0.009274821
U5WI01,MAP7,0.008963585
U5WI01,RCN2,0.021350763
U5WI01,FLNC,0.08627451
U5WI01,FKBP8,0.088702148
U5WI01,FRG1,0.018425148
U5WI01,CAPRIN1,0.000622471
U5WI01,RBM39,0.039900405
U5WI01,CLINT1,0.029940865
U5WI01,GANAB,0.052598817
U5WI01,MVP,0.086523498
U5WI01,KPNB1,0.169498911
U5WI01,PSMD6,0.144662309
U5WI01,SART3,0.207905384
U5WI01,EFTUD2,0.017989418
U5WI01,KARS1,0.038717709
U5WI01,PDIA6,0.082664177
U5WI01,PLEC,0.113352007
U5WI01,STK38,0.08627451
U5WI01,NONO,0.076563959
U5WI01,RNPS1,0.044070962
U5WI01,RCN1,0.076065982
U5WI01,PCBP1,0.321755369
U5WI01,PCBP2,0.06660442
U5WI01,SF3B3,0.08627451
U5WI01,SF3B4,0.039900405
U5WI01,ELAVL1,0.100155618
U5WI01,SLC1A5,0.029505135
U5WI01,MLF2,0.162340492
U5WI01,NEDD8,0.003485839
U5WI01,DDB1,0.112169312
U5WI01,MRPL23,0.083535636
U5WI01,DPYSL2,0.003485839
U5WI01,RBBP7,0.067413632
U5WI01,SRSF7,0.131528167
U5WI01,H2BC21,0.037286026
U5WI01,PFKFB3,0.039900405
U5WI01,IMMT,0.050918145
U5WI01,HNRNPUL2,0.210830999
U5WI01,INF2,0.010644258
U5WI01,TSR1,0.106629318
U5WI01,SMU1,0.015748522
U5WI01,HKDC1,0.147712418
U5WI01,LRRFIP1,0.047619048
U5WI01,MAP7D1,0.051042639
U5WI01,TIMM50,0.137254902
U5WI01,GLYR1,0.030189854
U5WI01,LARP7,0.160473078
U5WI01,NCBP3,0.044070962
U5WI01,HSD17B12,0.063616558
U5WI01,AGK,0.085652039
U5WI01,CCDC178,0.000622471
U5WI01,NOM1,0.0237784
U5WI01,PPP6R3,0.190538438
U5WI01,COQ5,0.011204482
U5WI01,RPS26P11,0.018798631
