Virus,Gene names,Normalized_weight
P0DTC2,HKDC1,0.016619981
P0DTC2,TIMM50,0.016619981
P0DTC2,GLYR1,0.051976346
P0DTC2,PREPL,0.014254591
P0DTC2,NOM1,0.020728291
P0DTC2,PPP6R3,0.016619981
P0DTC2,NUP188,0.009212574
P0DTC2,SNAPC4,0.025272331
P0DTC2,RARS2,0.043012761
P0DTC2,ECPAS,0.052163087
P0DTC2,BSPRY,0.001182695
P0DTC2,RINT1,0.016059757
P0DTC2,ARMC6,0.020728291
P0DTC2,SLC27A4,0.00454404
P0DTC2,TTC27,0.043012761
P0DTC2,BHLHB9,0.020666044
P0DTC2,AGTRAP,0.009710551
P0DTC2,QSOX2,0.018362901
P0DTC2,BZW1,0.020728291
P0DTC2,HEATR3,0.020728291
P0DTC2,TRAPPC5,0.001618425
P0DTC2,PLD3,0.007469655
P0DTC2,CCAR2,0.014690321
P0DTC2,NUP93,0.00367258
P0DTC2,LNX2,0.007282913
P0DTC2,NIN,0.014254591
P0DTC2,SERBP1,0.010457516
P0DTC2,LPCAT1,0.018362901
P0DTC2,COQ8A,0.020728291
P0DTC2,TBC1D15,0.006037971
P0DTC2,HM13,0.006037971
P0DTC2,CCHCR1,0.014254591
P0DTC2,IPO4,0.009212574
P0DTC2,THEM6,0.018362901
P0DTC2,FAR1,0.090445067
P0DTC2,HSPH1,0.014067849
P0DTC2,NUP205,0.057703081
P0DTC2,TNPO1,0.015063803
P0DTC2,LRRC59,0.015063803
P0DTC2,OTULIN,0.043510738
P0DTC2,FAF2,0.04064737
P0DTC2,SAAL1,0.020728291
P0DTC2,POM121,0.020666044
P0DTC2,TMX3,0.018362901
P0DTC2,COG8,0.014254591
P0DTC2,IPO9,0.015063803
P0DTC2,TRAPPC9,0.044942421
P0DTC2,MMS19,0.00367258
P0DTC2,YME1L1,0.020728291
P0DTC2,DNAJC7,0.002925615
P0DTC2,CCT7,0.014067849
P0DTC2,NCAPG,0.015063803
P0DTC2,TUBA1C,0.005851229
P0DTC2,CHCHD5,0.014254591
P0DTC2,DCUN1D5,0.026579521
P0DTC2,EDEM3,0.009212574
P0DTC2,DPY30,0.004419546
P0DTC2,POLR3F,0.025272331
P0DTC2,TMX1,0.020728291
P0DTC2,CENPH,0.014254591
P0DTC2,TFB2M,0.017678182
P0DTC2,SDF2L1,0.018860878
P0DTC2,RAB18,0.009212574
P0DTC2,EIF2B3,0.043510738
P0DTC2,AASDHPPT,0.004917523
P0DTC2,MBIP,0.014254591
P0DTC2,MDN1,0.009212574
P0DTC2,FANCI,0.029878618
P0DTC2,ARL8B,0.009212574
P0DTC2,CHCHD3,0.070401494
P0DTC2,QPCTL,0.029878618
P0DTC2,KCTD5,0.007469655
P0DTC2,UGGT1,0.033551198
P0DTC2,TECR,0.10183629
P0DTC2,HSPBP1,0.020728291
P0DTC2,HACD3,0.081854964
P0DTC2,RRBP1,0.029754124
P0DTC2,LARS1,0.007469655
P0DTC2,ATXN10,0.126361656
P0DTC2,COPG2,0.018362901
P0DTC2,DHCR7,0.020728291
P0DTC2,DNAJB11,0.004419546
P0DTC2,SEL1L,0.047494553
P0DTC2,ZMYM2,0.028509181
P0DTC2,ABCF2,0.018362901
P0DTC2,DDX20,0.020728291
P0DTC2,EIF2B4,0.049050731
P0DTC2,ATP6V1H,0.043012761
P0DTC2,TMCO1,0.020728291
P0DTC2,SSR3,0.001369437
P0DTC2,PSMD13,0.038904451
P0DTC2,RUVBL1,0.004419546
P0DTC2,ITM2B,0.00367258
P0DTC2,DNAJC16,0.001369437
P0DTC2,COG6,0.011577965
P0DTC2,NOP58,0.052163087
P0DTC2,STRAP,0.007469655
P0DTC2,SAMHD1,0.017989418
P0DTC2,TELO2,0.029878618
P0DTC2,AFG3L2,0.029878618
P0DTC2,SRPRB,0.043012761
P0DTC2,COPG1,0.048054777
P0DTC2,GMEB1,0.022097728
P0DTC2,SQOR,0.016619981
P0DTC2,LAMC3,0.014254591
P0DTC2,PIAS3,0.028509181
P0DTC4,RBM47,0.000933707
P0DTC4,ESYT2,0.314970433
P0DTC4,ILVBL,0.039277933
P0DTC4,SAC3D1,0.054030501
P0DTC4,UBE2I,0.050482415
P0DTC4,,0.037161531
P0DTC4,,0.012200436
P0DTC4,,0.058325552
P0DTC4,RBPMS,0.068783069
P0DTC4,POLR2B,0.003174603
P0DTC4,RACK1,0.097976969
P0DTC4,ZNF346,0.050482415
P0DTC4,MRPS17,0.000933707
P0DTC4,FAM98A,0.003174603
P0DTC4,CAD,0.098350451
P0DTC4,PPP1CC,0.002303143
P0DTC4,MRPS22,0.04519141
P0DTC4,HNRNPD,0.027388733
P0DTC4,SLIRP,0.000933707
P0DTC4,DDX5,0.024027389
P0DTC4,H3-3B,0.04519141
P0DTC4,RBM42,0.04519141
P0DTC4,AGPS,0.027513228
P0DTC4,DDX39A,0.036290072
P0DTC4,MYO1C,0.097603486
P0DTC4,HAX1,0.120199191
P0DTC4,PSMD11,0.214939309
P0DTC4,PSMD12,0.271584189
P0DTC4,PGRMC1,0.137690632
P0DTC4,EIF3F,0.157671958
P0DTC4,IPO5,0.327980081
P0DTC4,IGF2BP3,0.070650482
P0DTC4,PIK3R2,0.575163399
P0DTC4,NDUFA4,0.097603486
P0DTC4,PSMD14,0.227326486
P0DTC4,KPNA3,0.123871771
P0DTC4,SDCBP,0.012200436
P0DTC4,NOP56,0.078867102
P0DTC4,DDX3X,0.087083722
P0DTC4,KPNA4,0.184189231
P0DTC4,PPP6C,0.085278556
P0DTC4,SCD,0.094117647
P0DTC4,BHLHE40,0.078306878
P0DTC4,DVL2,0.228571429
P0DTC4,IRS4,0.294553377
P0DTC4,CDIPT,0.341549953
P0DTC4,PRMT5,0.189853719
P0DTC4,SCAMP3,0.196451914
P0DTC4,TAX1BP3,0.183317772
P0DTC4,GIPC1,0.12517896
P0DTC4,TIMM23,0.038966698
P0DTC4,HNRNPDL,0.088204171
P0DTC4,BTAF1,0.027513228
P0DTC4,ARHGEF10,0.012200436
P0DTC4,SEC16A,0.126859633
P0DTC4,ANKRD28,0.035978836
P0DTC4,KPNA5,0.064176782
P0DTC4,NKRF,0.281979458
P0DTC4,SURF4,0.05210084
P0DTC4,SPTLC1,0.41512605
P0DTC4,OGT,0.265234983
P0DTC4,TM9SF1,0.012200436
P0DTC4,PPM1G,0.09772798
P0DTC4,EIF3D,0.27351385
P0DTC4,SLC16A3,0.038966698
P0DTC4,POLR2D,0.003174603
P0DTC4,DDX3Y,0.099782135
P0DTC4,DHX15,0.251104886
P0DTC4,PSMD3,0.276252723
P0DTC4,RBFOX2,0.012636166
P0DTC4,ZW10,0.033115468
P0DTC4,CCP110,0.022097728
P0DTC4,EEF1E1,0.116775599
P0DTC4,HNRNPR,0.414877062
P0DTC4,LAMTOR5,0.012200436
P0DTC4,TIMM44,0.067040149
P0DTC4,TRAPPC3,0.033115468
P0DTC4,ACTN4,0.166137566
P0DTC4,MYO1B,0.049112979
P0DTC4,STRN,0.042328042
P0DTC4,AKAP8,0.229318394
P0DTC4,CALU,0.180703392
P0DTC4,CREB3,0.04151883
P0DTC4,KIF1C,0.012200436
P0DTC4,AKR1B10,0.083909119
P0DTC4,PRPSAP2,0.067040149
P0DTC4,MCM3AP,0.054030501
P0DTC4,TBC1D4,0.012200436
P0DTC4,ACSL4,0.055586679
P0DTC4,SYNCRIP,0.345284781
P0DTC4,RANBP6,0.007220666
P0DTC4,KPNA6,0.096918768
P0DTC4,UGDH,0.038966698
P0DTC4,CTNND1,0.100653595
P0DTC4,ICMT,0.038966698
P0DTC4,DPM1,0.040709617
P0DTC4,HNRNPCL1,0.153252412
P0DTC4,H2BC12,0.023404918
P0DTC4,PFKFB2,0.000497977
P0DTC4,DKC1,0.035356365
P0DTC4,DNAJA2,0.128789293
P0DTC4,OBSL1,0.011266729
P0DTC4,DNAJB6,0.163274199
P0DTC4,NDUFS2,0.039900405
P0DTC4,PDCD6,0.061562403
P0DTC4,ATP6V1G1,0.186056645
P0DTC4,FLNB,0.043946467
P0DTC4,TACC1,0.007594149
P0DTC4,CDC45,0.212636166
P0DTC4,NDUFS3,0.02875817
P0DTC4,SRSF10,0.060566449
P0DTC4,HSBP1,0.034609399
P0DTC4,KHDRBS3,0.032679739
P0DTC4,BANF1,0.067040149
P0DTC4,SF3B1,0.132586368
P0DTC4,PRKRA,0.396265173
P0DTC4,SNRNP200,0.140491752
P0DTC4,PPM1B,0.186928105
P0DTC4,CDC123,0.026143791
P0DTC4,EIF3G,0.100715842
P0DTC4,ZMPSTE24,0.048179272
P0DTC4,FLOT1,0.037784002
P0DTC4,ATP5MG,0.113414255
P0DTC4,CIAO1,0.038966698
P0DTC4,ERLIN2,0.082352941
P0DTC4,PRPF6,0.128789293
P0DTC4,UBR5,0.330469966
P0DTC4,ELP1,0.055213196
P0DTC4,RTN3,0.012200436
P0DTC4,LUC7L3,0.161904762
P0DTC4,SMC2,0.026143791
P0DTC4,IPO7,0.038966698
P0DTC4,BAG4,0.022097728
P0DTC4,AHSA1,0.035978836
P0DTC4,ACSL3,0.144724556
P0DTC4,CPSF4,0.380641145
P0DTC4,HSPA4L,0.038966698
P0DTC4,PTBP3,0.003174603
P0DTC4,DDX58,0.038530968
P0DTC4,STAU1,0.416806723
P0DTC4,BAG2,0.279614068
P0DTC4,BAG3,0.063927793
P0DTC4,AIFM1,0.007967631
P0DTC4,TOMM40,0.054341737
P0DTC4,GLUD1,0.067413632
P0DTC4,MT-CO2,0.098225957
P0DTC4,EGFR,0.038966698
P0DTC4,NRAS,0.055586679
P0DTC4,HLA-B,0.287706194
P0DTC4,CRYAB,0.124183007
P0DTC4,LMNA,0.226828509
P0DTC4,TFRC,0.126548397
P0DTC4,RAF1,0.013756614
P0DTC4,ALDOA,0.109056956
P0DTC4,ANXA1,0.024525366
P0DTC4,OAT,0.027513228
P0DTC4,KRT1,0.128789293
P0DTC4,TUBB4A,0.137877373
P0DTC4,GAPDH,0.109056956
P0DTC4,TP53,0.033177716
P0DTC4,HSPB1,0.14659197
P0DTC4,RPN1,0.211951447
P0DTC4,RPN2,0.054341737
P0DTC4,GNAI2,0.038966698
P0DTC4,H2AC4; H2AC8,0.116028634
P0DTC4,SLC4A2,0.012200436
P0DTC4,ATP1A1,0.082352941
P0DTC4,SLC25A5,0.239340181
P0DTC4,EIF2S1,0.113414255
P0DTC4,RPLP1,0.285776533
P0DTC4,RPLP2,0.186928105
P0DTC4,RPLP0,0.227637722
P0DTC4,SSB,0.140553999
P0DTC4,KRT8,0.082415188
P0DTC4,PTMA,0.034609399
P0DTC4,CDK1,0.038966698
P0DTC4,ATP5F1B,0.155431061
P0DTC4,S100A6,0.168565204
P0DTC4,ENO1,0.265421724
P0DTC4,PYGL,0.066106443
P0DTC4,NPM1,0.18636788
P0DTC4,P4HB,0.436788049
P0DTC4,H1-0,0.082415188
P0DTC4,ANXA2,0.246809835
P0DTC4,TUBB,0.333893557
P0DTC4,PFN1,0.112854031
P0DTC4,EPRS1,0.128789293
P0DTC4,HSP90AA1,0.277124183
P0DTC4,HNRNPC,0.402489885
P0DTC4,SLC3A2,0.454030501
P0DTC4,PFKM,0.050606909
P0DTC4,HSP90AB1,0.215063803
P0DTC4,CYC1,0.139744787
P0DTC4,SNRPB2,0.130656707
P0DTC4,SNRNP70,0.130718954
P0DTC4,VIM,0.082415188
P0DTC4,RPS17,0.202614379
P0DTC4,KRT7,0.058450047
P0DTC4,RPSA,0.227637722
P0DTC4,SNRPA,0.200373483
P0DTC4,LGALS1,0.123560535
P0DTC4,HMGB1,0.012200436
P0DTC4,TPM1,0.012200436
P0DTC4,CLTA,0.012200436
P0DTC4,HNRNPA1,0.345658263
P0DTC4,SNRPA1,0.058450047
P0DTC4,PARP1,0.100715842
P0DTC4,H2AZ1,0.067040149
P0DTC4,H2AC11; H2AC13; H2AC15; H2AC16; H2AC17,0.260690943
P0DTC4,CCDC172,0.007594149
P0DTC4,PABPC4L,0.014192344
P0DTC4,TRAPPC2,0.027513228
P0DTC4,HSPA1A,0.128789293
P0DTC4,CALM1,0.067040149
P0DTC4,HLA-C,0.012200436
P0DTC4,ARAF,0.01512605
P0DTC4,H1-4,0.086212263
P0DTC4,TXN,0.082415188
P0DTC4,PRKAR1A,0.126859633
P0DTC4,HSPD1,0.1708061
P0DTC4,CLU,0.025396825
P0DTC4,HSPA5,0.128789293
P0DTC4,HSPA8,0.236663554
P0DTC4,SLC2A1,0.05210084
P0DTC4,PDHB,0.049112979
P0DTC4,TOP1,0.035854342
P0DTC4,TOP2A,0.026268285
P0DTC4,G6PD,0.054964208
P0DTC4,PRPS2,0.012200436
P0DTC4,PABPC1,0.410955493
P0DTC4,PCNA,0.23977591
P0DTC4,SLC25A4,0.135885465
P0DTC4,SLC25A6,0.317896047
P0DTC4,ACTN1,0.080174292
P0DTC4,XRCC6,0.082415188
P0DTC4,XRCC5,0.128789293
P0DTC4,EEF2,0.1708061
P0DTC4,KRT10,0.082415188
P0DTC4,KRT5,0.027575475
P0DTC4,P4HA1,0.339744787
P0DTC4,PKM,0.113414255
P0DTC4,HSP90B1,0.229567383
P0DTC4,SNRPB,0.14291939
P0DTC4,HNRNPL,0.345658263
P0DTC4,DARS1,0.155431061
P0DTC4,EZR,0.116775599
P0DTC4,HIVEP1,0.183317772
P0DTC4,RPS2,0.203548086
P0DTC4,PFKFB1,0.000186741
P0DTC4,H1-2,0.057640834
P0DTC4,GNB3,0.100591348
P0DTC4,ATP2A2,0.127731092
P0DTC4,YBX3,0.127668845
P0DTC4,HMGA1,0.082415188
P0DTC4,PRKACA,0.055275444
P0DTC4,CTPS1,0.09772798
P0DTC4,DDX5,0.144351074
P0DTC4,PFKL,0.05210084
P0DTC4,PSMC3,0.128789293
P0DTC4,TCP1,0.14659197
P0DTC4,RPL35A,0.18636788
P0DTC4,ARF4,0.126548397
P0DTC4,RPL7,0.243759726
P0DTC4,SON,0.28303766
P0DTC4,RPL17,0.243759726
P0DTC4,PGAM1,0.034609399
P0DTC4,NCL,0.239838157
P0DTC4,HK1,0.127855587
P0DTC4,POLR2C,0.001929661
P0DTC4,TNNI3,0.089760349
P0DTC4,TRIM21,0.027575475
P0DTC4,EIF2S2,0.026268285
P0DTC4,RAB5A,0.035978836
P0DTC4,M6PR,0.012200436
P0DTC4,H2AC7,0.116028634
P0DTC4,FLNA,0.140553999
P0DTC4,SDHB,0.168565204
P0DTC4,COMT,0.071708683
P0DTC4,FBL,0.112542795
P0DTC4,GART,0.035978836
P0DTC4,NME2,0.056769374
P0DTC4,H1-6,0.048054777
P0DTC4,HNRNPA2B1,0.345658263
P0DTC4,UQCRC2,0.020043573
P0DTC4,SFPQ,0.12517896
P0DTC4,RPS3,0.275132275
P0DTC4,JAK1,0.25340803
P0DTC4,CFL1,0.1708061
P0DTC4,EIF4B,0.140553999
P0DTC4,ZBTB25,0.031746032
P0DTC4,EEF1B2,0.12517896
P0DTC4,POLR2A,0.056022409
P0DTC4,MCM3,0.085714286
P0DTC4,RPS12,0.291254279
P0DTC4,ATP5F1A,0.128789293
P0DTC4,PSMA1,0.027575475
P0DTC4,PSMA4,0.128789293
P0DTC4,ITGA3,0.012200436
P0DTC4,MSN,0.067040149
P0DTC4,U2AF2,0.082415188
P0DTC4,RPL13,0.186928105
P0DTC4,PTBP1,0.215312792
P0DTC4,EEF1G,0.243448491
P0DTC4,YWHAQ,0.206598195
P0DTC4,RPL10,0.165203859
P0DTC4,CAD,0.007967631
P0DTC4,CALR,0.168565204
P0DTC4,MAP4,0.050731404
P0DTC4,CANX,0.183940243
P0DTC4,PIK3R1,0.360473078
P0DTC4,PSMA5,0.005726735
P0DTC4,PSMB6,0.007967631
P0DTC4,ABCD3,0.022595705
P0DTC4,EEF1D,0.190725179
P0DTC4,PRDX6,0.077995643
P0DTC4,PRDX3,0.039340181
P0DTC4,RPL12,0.243759726
P0DTC4,PDIA3,0.012200436
P0DTC4,PPP2R1A,0.128789293
P0DTC4,Null,0.012200436
P0DTC4,ADSL,0.012200436
P0DTC4,SLC7A1,0.012200436
P0DTC4,ALDH1B1,0.080547775
P0DTC4,POLR2B,0.069281046
P0DTC4,MAT2A,0.049984438
P0DTC4,CPS1,0.135387488
P0DTC4,DNAJA1,0.128789293
P0DTC4,HNRNPH3,0.146031746
P0DTC4,HNRNPH1,0.275132275
P0DTC4,YWHAB,0.239340181
P0DTC4,STIP1,0.033488951
P0DTC4,RPL9; RPL9P7; RPL9P8; RPL9P9,0.082415188
P0DTC4,KIF5B,0.043199502
P0DTC4,CSTF2,0.09685652
P0DTC4,MCM4,0.035480859
P0DTC4,MCM7,0.200497977
P0DTC4,HSPA1L,0.052723312
P0DTC4,HSPA4,0.126548397
P0DTC4,CTNNA1,0.035978836
P0DTC4,PHB,0.156800498
P0DTC4,RPL22,0.322875817
P0DTC4,KRT9,0.128789293
P0DTC4,FAU,0.140553999
P0DTC4,IRS1,0.048801743
P0DTC4,COPB2,0.139744787
P0DTC4,FUS,0.231932773
P0DTC4,KRT2,0.082415188
P0DTC4,PSMC2,0.172175537
P0DTC4,ATP5F1C,0.067475879
P0DTC4,RPL4,0.243759726
P0DTC4,PPP1CC,0.037908497
P0DTC4,SRP14,0.151073763
P0DTC4,RBMX,0.415810769
P0DTC4,ATP6V1A,0.033115468
P0DTC4,HSPA9,0.128789293
P0DTC4,EIF4A3,0.054092748
P0DTC4,RPS19,0.3945845
P0DTC4,RPL3,0.243759726
P0DTC4,DDOST,0.113414255
P0DTC4,CCT6A,0.128789293
P0DTC4,RPL13A,0.228944911
P0DTC4,ARL1,0.038966698
P0DTC4,PEX19,0.027513228
P0DTC4,MDH2,0.034609399
P0DTC4,RFC5,0.081356987
P0DTC4,RFC3,0.131341425
P0DTC4,GARS1,0.049112979
P0DTC4,IARS1,0.038966698
P0DTC4,TMPO,0.027513228
P0DTC4,TMPO,0.086896981
P0DTC4,MTREX,0.239838157
P0DTC4,PIK3CA,0.106442577
P0DTC4,PIK3CB,0.128789293
P0DTC4,RPS27,0.128789293
P0DTC4,LRPPRC,0.042328042
P0DTC4,RPL35,0.2475568
P0DTC4,SLC1A3,0.058574541
P0DTC4,MATR3,0.322689076
P0DTC4,SSR1,0.25751634
P0DTC4,MAGEA2; MAGEA2B,0.014316838
P0DTC4,MAGEA6,0.014316838
P0DTC4,MAGEA11,0.032119514
P0DTC4,ZAP70,0.012200436
P0DTC4,RANBP1,0.033115468
P0DTC4,PSMC4,0.189978214
P0DTC4,VDAC2,0.038966698
P0DTC4,MAPK9,0.222346716
P0DTC4,MKI67,0.146093993
P0DTC4,NOP2,0.050046685
P0DTC4,CRK,0.106504824
P0DTC4,CRKL,0.054652972
P0DTC4,MAP2K3,0.038966698
P0DTC4,RPL27A,0.185620915
P0DTC4,RPL5,0.140553999
P0DTC4,RPL21,0.227637722
P0DTC4,RPL28,0.285776533
P0DTC4,RPS9,0.283411142
P0DTC4,RPS5,0.221350763
P0DTC4,RPS10,0.260379707
P0DTC4,MAP1B,0.082415188
P0DTC4,STT3A,0.147774665
P0DTC4,CAPZB,0.093370682
P0DTC4,QARS1,0.091503268
P0DTC4,RPL29,0.011266729
P0DTC4,ATP5PO,0.055462185
P0DTC4,ARCN1,0.05210084
P0DTC4,TRAPPC10,0.070899471
P0DTC4,PSMD8,0.053159041
P0DTC4,CCT5,0.245129163
P0DTC4,MAPKAPK2,0.007967631
P0DTC4,RPL34,0.06809835
P0DTC4,FASN,0.099844382
P0DTC4,CCT3,0.141923436
P0DTC4,TUFM,0.168876439
P0DTC4,SRP9,0.187737317
P0DTC4,CARS1,0.183317772
P0DTC4,PSMB2,0.065359477
P0DTC4,TMED10,0.163336446
P0DTC4,RBM25,0.001929661
P0DTC4,EIF2B2,0.033115468
P0DTC4,NT5C2,0.067040149
P0DTC4,IDH3A,0.038966698
P0DTC4,MEOX2,0.153439153
P0DTC4,EMD,0.09772798
P0DTC4,CPT1A,0.024027389
P0DTC4,SERPINH1,0.141923436
P0DTC4,DNM2,0.02788671
P0DTC4,RPL14,0.243759726
P0DTC4,CCT8,0.128789293
P0DTC4,CCT4,0.128789293
P0DTC4,FXR1,0.234547152
P0DTC4,FXR2,0.126361656
P0DTC4,RAB5C,0.095487084
P0DTC4,RAB13,0.036290072
P0DTC4,DAP3,0.14422658
P0DTC4,GALK1,0.088390912
P0DTC4,SSR4,0.156800498
P0DTC4,BCAP31,0.012200436
P0DTC4,IRAK1,0.212636166
P0DTC4,ALDH3A2,0.210395269
P0DTC4,HSD17B4,0.038406474
P0DTC4,PSMD7,0.141923436
P0DTC4,VAMP7,0.012200436
P0DTC4,NDUFA8,0.035978836
P0DTC4,HNRNPA3,0.251104886
P0DTC4,HNRNPM,0.186928105
P0DTC4,KPNA2,0.304512916
P0DTC4,KPNA1,0.169934641
P0DTC4,HNRNPF,0.275132275
P0DTC4,MSH6,0.069530034
P0DTC4,KIF11,0.112480548
P0DTC4,MRPL12,0.059010271
P0DTC4,CAPZA1,0.038530968
P0DTC4,SLC25A1,0.41319639
P0DTC4,ACLY,0.073389356
P0DTC4,COPB1,0.186430128
P0DTC4,COPA,0.095487084
P0DTC4,SMTN,0.126859633
P0DTC4,CLNS1A,0.117211329
P0DTC4,RARS1,0.084905073
P0DTC4,HSPA2,0.007967631
P0DTC4,EIF5,0.027513228
P0DTC4,PSMD4,0.082415188
P0DTC4,CSE1L,0.038966698
P0DTC4,VCP,0.085776533
P0DTC4,HADHB,0.200248988
P0DTC4,NAP1L1,0.128789293
P0DTC4,ADAR,0.393713041
P0DTC4,EIF3B,0.068907563
P0DTC4,ATP5MF,0.057454093
P0DTC4,H2BS1,0.023404918
P0DTC4,TMEM33,0.038966698
P0DTC4,NUP107,0.168378462
P0DTC4,H2BC5,0.023404918
P0DTC4,TPI1,0.034609399
P0DTC4,EIF3E,0.035978836
P0DTC4,SEC61B,0.054341737
P0DTC4,MYL6,0.155431061
P0DTC4,ACTB,0.135511983
P0DTC4,EIF4A1,0.09772798
P0DTC4,RPS20,0.243759726
P0DTC4,PRPS1,0.113414255
P0DTC4,S100A10,0.098848428
P0DTC4,CDC42,0.082352941
P0DTC4,RAB10,0.093370682
P0DTC4,ACTR1A,0.110426393
P0DTC4,ARF3,0.054217242
P0DTC4,RPS3A,0.250544662
P0DTC4,RPL26,0.201182695
P0DTC4,RPL15,0.243759726
P0DTC4,RPL27,0.186928105
P0DTC4,ATP6V0D1,0.012200436
P0DTC4,RPL37A,0.13924681
P0DTC4,HSPE1,0.067040149
P0DTC4,SEC61A1,0.18636788
P0DTC4,DCAF7,0.290694055
P0DTC4,HNRNPK,0.345658263
P0DTC4,YWHAG,0.067351385
P0DTC4,RPS7,0.125801432
P0DTC4,PPP1CA,0.014067849
P0DTC4,PPP1CB,0.05577342
P0DTC4,PSMC1,0.138935574
P0DTC4,PSMC5,0.229878618
P0DTC4,RPS8,0.186928105
P0DTC4,RPS15A,0.337752879
P0DTC4,RPS16,0.243759726
P0DTC4,YWHAE,0.223965142
P0DTC4,RPS14,0.186928105
P0DTC4,RPS23,0.186928105
P0DTC4,RPS18,0.275132275
P0DTC4,RPS29,0.140553999
P0DTC4,RPS13,0.291005291
P0DTC4,RPS11,0.230127607
P0DTC4,SNRPE,0.042763772
P0DTC4,SNRPF,0.080983505
P0DTC4,SNRPD1,0.132586368
P0DTC4,SNRPD2,0.08907563
P0DTC4,SNRPD3,0.044506692
P0DTC4,PSMC6,0.201742919
P0DTC4,RPL7A,0.243759726
P0DTC4,POLR2G,0.003174603
P0DTC4,RPS4X,0.173295985
P0DTC4,ACTA2,0.009337068
P0DTC4,RPL23A,0.395767196
P0DTC4,RPS6,0.186928105
P0DTC4,H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16,0.292250233
P0DTC4,H2BC4; H2BC6; H2BC7; H2BC8; H2BC10,0.09361967
P0DTC4,RAB1A,0.038966698
P0DTC4,RAN,0.156800498
P0DTC4,RPL23,0.315343915
P0DTC4,RPS15,0.291005291
P0DTC4,RPS24,0.318518519
P0DTC4,RPS25,0.186928105
P0DTC4,RPS26,0.13924681
P0DTC4,RPS28,0.007967631
P0DTC4,FAU,0.082228447
P0DTC4,GNB1,0.097603486
P0DTC4,POLR2L,0.003174603
P0DTC4,GNB2,0.023155929
P0DTC4,RPL30,0.13924681
P0DTC4,RPL31,0.201182695
P0DTC4,RPL10A,0.128789293
P0DTC4,RPL32,0.064799253
P0DTC4,RPL11,0.185620915
P0DTC4,RPL8,0.261562403
P0DTC4,PPIA,0.060192966
P0DTC4,RPS27A,0.057640834
P0DTC4,RAC1,0.027513228
P0DTC4,YWHAZ,0.28173047
P0DTC4,PPP2R2A,0.09772798
P0DTC4,DYNLL1,0.108309991
P0DTC4,RPL38,0.169312169
P0DTC4,SKP1,0.025770308
P0DTC4,RPS21,0.122938064
P0DTC4,EIF5A,0.077995643
P0DTC4,RACK1,0.051353875
P0DTC4,ACTG1,0.050731404
P0DTC4,ACTG2,0.009337068
P0DTC4,UBE2I,0.050482415
P0DTC4,TMSB10,0.067040149
P0DTC4,YBX1,0.390102708
P0DTC4,TPM4,0.058574541
P0DTC4,ACTC1,0.038966698
P0DTC4,EEF1A1,0.315281668
P0DTC4,ACTA1,0.116713352
P0DTC4,TUBA1B,0.054341737
P0DTC4,TUBA4A,0.155431061
P0DTC4,TUBB4B,0.203548086
P0DTC4,H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12,0.003174603
P0DTC4,DLG4,0.083162154
P0DTC4,SRPK2,0.007967631
P0DTC4,CCT2,0.082415188
P0DTC4,PRKDC,0.0886399
P0DTC4,BASP1,0.054217242
P0DTC4,DCD,0.082415188
P0DTC4,MRPS22,0.015686275
P0DTC4,MRPS35,0.130345472
P0DTC4,MRPS5,0.060130719
P0DTC4,MRPS15,0.205539994
P0DTC4,MRPS34,0.078867102
P0DTC4,MRPS6,0.063492063
P0DTC4,MRPS9,0.118331777
P0DTC4,RPL24,0.243759726
P0DTC4,RPL36A,0.13924681
P0DTC4,CBX1,0.012200436
P0DTC4,ARF1,0.141923436
P0DTC4,ARF5,0.126548397
P0DTC4,ERH,0.170308123
P0DTC4,RHOG,0.04064737
P0DTC4,RPL19,0.243759726
P0DTC4,SRSF3,0.191160909
P0DTC4,H3-3A; H3-3B,0.012200436
P0DTC4,RBM10,0.191223156
P0DTC4,RBM3,0.050731404
P0DTC4,SLC25A3,0.1708061
P0DTC4,PURA,0.015686275
P0DTC4,CDC42EP1,0.250108932
P0DTC4,CLTC,0.198817305
P0DTC4,HNRNPU,0.345658263
P0DTC4,U2AF1,0.092934952
P0DTC4,SPTBN1,0.067040149
P0DTC4,SRSF2,0.144351074
P0DTC4,ANK2,0.012200436
P0DTC4,SLC7A5,0.012200436
P0DTC4,PFKP,0.13750389
P0DTC4,H1-1,0.100715842
P0DTC4,RPL18A,0.124431995
P0DTC4,RPL6,0.243759726
P0DTC4,SLC25A11,0.080983505
P0DTC4,TNFAIP2,0.036290072
P0DTC4,CENPC,0.183317772
P0DTC4,UBXN1,0.038966698
P0DTC4,EIF4G1,0.083224401
P0DTC4,CSTF1,0.020915033
P0DTC4,EEF1A2,0.034609399
P0DTC4,GFPT1,0.082352941
P0DTC4,PRDX1,0.054341737
P0DTC4,RPL18,0.215188298
P0DTC4,C1QBP,0.038966698
P0DTC4,CKAP4,0.113414255
P0DTC4,KHDRBS1,0.18636788
P0DTC4,BCL2L1,0.079925303
P0DTC4,LRP1,0.012200436
P0DTC4,SRSF1,0.086212263
P0DTC4,DHX9,0.305322129
P0DTC4,LGALS3BP,0.122751323
P0DTC4,RBBP4,0.035978836
